6.384615384615386802e+00,8.384615384615386802e+00,1.400000000000000000e+01,9.734753391757228869e+00,9.607111004366382545e+00,2.507540703597036469e+01,8.746162262555216671e+00,9.517143534717508402e+00
4.384615384615386802e+00,3.384615384615386802e+00,1.100000000000000000e+01,9.812703374266734002e+00,9.914274841872524391e+00,2.413492022895217204e+01,1.620370362511233120e+00,1.611862310383208818e+00
8.307692307692320810e+00,7.307692307692320810e+00,1.900000000000000000e+01,7.973252426460947895e+00,8.644944863876423469e+00,2.249449835720803748e+01,3.093350926230369780e+00,4.084155786540882183e+00
5.153846153846160405e+00,4.153846153846160405e+00,1.300000000000000000e+01,8.331647256656339096e+00,8.653680898828421064e+00,2.265132558462871515e+01,6.661199336291224071e+00,8.648449746947685313e+00
2.692307692307679190e+00,3.692307692307679190e+00,1.700000000000000000e+01,9.584195906027682454e+00,9.555679100280492833e+00,2.717117522996672818e+01,5.931879404792184118e+00,5.837249789656281607e+00
6.384615384615386802e+00,5.384615384615386802e+00,1.300000000000000000e+01,8.318812744654659141e+00,8.005184568460787631e+00,2.837658889537051365e+01,9.640085861423234093e+00,6.782915391376909575e+00
5.615384615384613198e+00,4.615384615384613198e+00,1.900000000000000000e+01,8.103969454548982654e+00,8.545280080421832736e+00,2.307689324177402312e+01,2.735871637631797082e+00,2.180872879420860500e+00
6.307692307692320810e+00,5.307692307692320810e+00,1.500000000000000000e+01,7.577818792914118085e+00,7.982585425116460520e+00,2.309367328365037864e+01,1.021249074818809532e+01,9.829713635465122223e+00
5.846153846153839595e+00,6.846153846153839595e+00,2.200000000000000000e+01,9.742240940925556814e+00,9.663567038174937451e+00,2.672545043588460700e+01,5.574248247783734733e+00,6.481695794299223046e+00
5.769230769230773603e+00,3.769230769230773603e+00,1.400000000000000000e+01,1.022425043241373999e+01,9.825768696078892361e+00,2.460262666394848452e+01,3.790059345619365416e+00,2.704408668505296820e+00
5.000000000000000000e+00,6.000000000000000000e+00,2.100000000000000000e+01,9.266923821176648701e+00,8.811139314401566835e+00,2.852800764198533301e+01,1.034625440309429267e+00,1.510199263150225901e-01
4.615384615384613198e+00,4.615384615384613198e+00,1.200000000000000000e+01,9.066712648616777059e+00,8.775498587613293822e+00,2.346629746247997161e+01,1.849666310042694661e+00,4.405559327032090522e+00
4.615384615384613198e+00,5.615384615384613198e+00,2.000000000000000000e+01,9.010730872775065237e+00,9.645343270434642236e+00,2.202932576127173547e+01,4.701020266543218362e+00,6.605686350268407558e+00
7.692307692307736033e-01,1.769230769230773603e+00,2.100000000000000000e+01,8.156454419490557939e+00,8.147250819480216677e+00,2.585694645059687247e+01,1.190353817424393557e-01,3.335238073640769962e-01
-5.384615384615472067e-01,-5.384615384615472067e-01,8.000000000000000000e+00,7.475046928197889962e+00,7.353338707075718794e+00,2.557070532870540802e+01,1.364481810055881006e+01,1.254678906040433795e+01
8.923076923076934008e+00,1.092307692307693401e+01,1.400000000000000000e+01,8.771370835484701090e+00,8.483727628010770516e+00,2.203909151220213403e+01,8.806296804827676183e+00,9.575621523369866495e+00
5.615384615384613198e+00,4.615384615384613198e+00,1.600000000000000000e+01,9.354967574959109911e+00,9.112485361915325655e+00,2.715380752093367533e+01,6.938333798307528610e+00,5.808689421854518642e+00
2.615384615384613198e+00,4.615384615384613198e+00,8.000000000000000000e+00,8.108077894432234700e+00,8.447330934193926666e+00,2.478995278065470487e+01,3.335961110555736853e-01,1.328427261307809637e+00
6.384615384615386802e+00,7.384615384615386802e+00,1.100000000000000000e+01,8.249760847361962135e+00,8.506706004058296244e+00,2.194914416421355696e+01,2.264401998947435324e+00,4.425474912078895429e+00
4.615384615384613198e+00,1.061538461538461320e+01,1.900000000000000000e+01,9.070862597755088075e+00,9.131760290928449209e+00,2.282118049472096999e+01,1.162182627931673728e+01,1.050155877526064607e+01
6.076923076923065992e+00,8.076923076923065992e+00,1.500000000000000000e+01,9.374149733126932560e+00,9.303200958190553038e+00,2.523291927840478621e+01,6.024744393992857106e+00,3.657876952147341321e+00
8.076923076923065992e+00,2.076923076923065992e+00,1.300000000000000000e+01,9.507634916436018102e+00,8.650490718833259152e+00,2.997983097787424001e+01,8.857284117819849811e+00,4.406166228644782912e+00
5.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,9.694454228035588983e+00,9.926869076908571898e+00,2.752269034256802271e+01,3.827828021619338550e+00,5.283132556487941223e+00
5.692307692307679190e+00,5.692307692307679190e+00,1.700000000000000000e+01,9.415858961147819173e+00,8.862807271335915615e+00,2.750924488099141030e+01,7.596340015896667630e+00,6.888103074540726567e+00
6.000000000000000000e+00,5.000000000000000000e+00,1.300000000000000000e+01,8.902086129604247944e+00,9.313773070097367324e+00,2.550726235300008682e+01,4.251010074789334681e+00,1.883699745313046181e+00
7.384615384615386802e+00,5.384615384615386802e+00,1.200000000000000000e+01,8.161210342237913196e+00,8.201483402640366904e+00,2.402294877740457224e+01,7.050412511489151157e+00,6.195215517181145159e+00
5.846153846153839595e+00,6.846153846153839595e+00,1.800000000000000000e+01,7.019223450943546716e+00,7.474635832114143064e+00,2.321934482884665130e+01,4.127591702511762328e+00,2.815556684211235616e+00
2.000000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+01,8.727035497988619994e+00,7.627324521213169284e+00,3.190608340382202002e+01,2.590207467838425148e-01,3.845715237129639696e+00
5.846153846153839595e+00,4.846153846153839595e+00,1.500000000000000000e+01,9.264991844304946156e+00,9.098594338959777872e+00,2.768772250792489587e+01,5.287073093542868918e+00,1.392237787060970344e+00
1.230769230769226397e+00,2.230769230769226397e+00,1.600000000000000000e+01,8.523960129070504266e+00,8.577826598339017394e+00,2.921865935154123761e+01,9.739195704641328000e-01,2.042678493438982557e+00
4.923076923076934008e+00,4.923076923076934008e+00,1.200000000000000000e+01,9.702670943530765868e+00,9.094369404246688049e+00,2.823186388380065637e+01,4.131571036653688189e+00,2.167269343817089133e+00
5.307692307692320810e+00,5.307692307692320810e+00,1.400000000000000000e+01,8.445694922934576354e+00,8.586688074733119791e+00,2.599809854802712294e+01,7.771558796395003910e-01,2.519255992662992938e+00
1.692307692307679190e+00,4.692307692307679190e+00,1.800000000000000000e+01,8.922235042717586495e+00,8.364332079507422080e+00,2.989417296898349008e+01,4.108112177135884835e+00,3.303632665186757134e+00
2.846153846153839595e+00,3.846153846153839595e+00,8.000000000000000000e+00,8.530774103089578730e+00,8.536118797433170258e+00,2.354437379306152778e+01,1.243188445704554113e+01,8.361604448271464207e+00
5.000000000000000000e+00,4.000000000000000000e+00,1.600000000000000000e+01,9.181389497352366647e+00,9.637535445617025687e+00,2.813597219964635698e+01,2.341196385302659888e-01,4.565304140990363857e-01
4.153846153846160405e+00,5.153846153846160405e+00,1.400000000000000000e+01,9.137725995653203981e+00,8.735408945789069790e+00,2.398997323633019008e+01,5.734232483939039060e-01,4.220607230971207824e-01
4.538461538461547207e+00,4.538461538461547207e+00,9.000000000000000000e+00,7.967397124024777177e+00,8.131619697548467585e+00,2.500666946068844254e+01,6.874922934583191925e+00,5.024426030413970956e+00
6.538461538461547207e+00,3.538461538461547207e+00,1.500000000000000000e+01,8.744671900242574125e+00,9.601207526617042021e+00,2.245671674176821497e+01,5.867127637145487240e-01,5.666347402966712465e+00
6.076923076923065992e+00,4.076923076923065992e+00,1.500000000000000000e+01,9.938716641465973112e+00,9.535795151609788078e+00,2.758593161041854813e+01,4.682085723678758526e+00,2.626405638290762123e+00
6.769230769230773603e+00,5.769230769230773603e+00,1.500000000000000000e+01,8.931346676791870109e+00,9.085829936816436359e+00,2.471687110492985084e+01,1.167897150616553681e+01,1.050179176314444440e+01
4.153846153846160405e+00,3.153846153846160405e+00,1.500000000000000000e+01,8.040535418521827182e+00,7.965744945883940886e+00,3.042748300298703867e+01,8.957902669825687170e+00,7.937545350724072968e+00
4.153846153846160405e+00,6.153846153846160405e+00,1.800000000000000000e+01,8.660720635312335602e+00,8.376970697787877285e+00,2.550756914446440149e+01,1.703128578311910113e+00,5.752924699441215317e+00
6.153846153846160405e+00,9.153846153846160405e+00,1.100000000000000000e+01,9.259986312360496186e+00,8.949051456046531072e+00,3.037606642337423679e+01,2.583266197072223935e+00,1.773637831174578461e-01
1.384615384615386802e+00,2.384615384615386802e+00,1.800000000000000000e+01,9.304147076564470709e+00,9.325150345828062015e+00,2.529307333008734915e+01,4.979734662126218403e+00,3.124398254693700139e+00
6.769230769230773603e+00,5.769230769230773603e+00,1.500000000000000000e+01,8.939054198634169168e+00,9.067484655100676250e+00,2.284043750090459923e+01,1.026087427516352868e+01,5.082692186974252735e+00
3.538461538461547207e+00,4.538461538461547207e+00,1.900000000000000000e+01,9.631376559916274616e+00,9.589435680668582762e+00,2.870875701627408461e+01,3.148498941314502808e+00,1.019021571672861892e+00
6.384615384615386802e+00,9.384615384615386802e+00,1.100000000000000000e+01,7.953697914857456475e+00,7.420040997678298389e+00,2.288085618233560581e+01,6.789353161731814801e+00,3.930739915690954600e+00
4.615384615384527933e-01,4.461538461538452793e+00,1.400000000000000000e+01,9.721544982358848230e+00,9.892265906477687665e+00,2.845990438304981396e+01,6.832469595738665191e+00,8.364656528305321359e+00
4.846153846153839595e+00,2.846153846153839595e+00,1.600000000000000000e+01,8.933246677604508079e+00,9.198334125154778107e+00,2.632008892787395737e+01,1.068338439749981461e+01,1.009372757716703362e+01
4.615384615384613198e+00,4.615384615384613198e+00,1.500000000000000000e+01,8.611011640646953680e+00,8.641934995178388590e+00,2.600056389512553068e+01,1.180887431335867177e+01,1.323821298128058821e+01
1.384615384615386802e+00,3.846153846153868017e-01,1.100000000000000000e+01,9.601919387162425323e+00,9.598756242275410244e+00,2.729736745343052462e+01,2.708479741132325369e+00,3.753178324669997679e+00
5.307692307692320810e+00,8.307692307692320810e+00,1.200000000000000000e+01,7.614526957079379876e+00,7.092043761853333628e+00,2.263339141324665249e+01,1.056931688104725042e+00,9.532180684285286310e-01
6.692307692307679190e+00,6.692307692307679190e+00,1.200000000000000000e+01,9.491315392783512550e+00,1.001781235161879025e+01,2.715687761943356193e+01,2.112976082152593804e+00,2.191117575589021538e+00
5.615384615384613198e+00,5.615384615384613198e+00,1.700000000000000000e+01,8.830943117191440095e+00,8.334695299365302290e+00,2.878402240303967830e+01,1.292480260491840394e+00,1.642844623648865576e-01
5.076923076923065992e+00,4.076923076923065992e+00,2.000000000000000000e+01,8.755095040966503817e+00,8.988541390507064577e+00,2.623848999959738038e+01,5.437011354682338649e+00,4.636548348216503967e+00
4.076923076923065992e+00,4.076923076923065992e+00,1.600000000000000000e+01,9.070260491712682338e+00,8.707196290931870308e+00,3.082497658249823047e+01,8.847421183876326145e-01,1.380522016473013869e+00
4.923076923076934008e+00,3.923076923076934008e+00,1.400000000000000000e+01,9.766653370794454503e+00,9.921728486244582257e+00,2.262099845486552141e+01,4.321954753608782340e+00,3.414439975978364572e+00
3.461538461538452793e+00,3.461538461538452793e+00,1.900000000000000000e+01,8.518260541061239977e+00,8.768200940124094345e+00,2.274822692158598869e+01,3.717100780579156716e+00,7.551232423776010450e+00
3.384615384615386802e+00,1.384615384615386802e+00,1.600000000000000000e+01,8.401266824789470178e+00,8.830723126646999432e+00,2.763134477634287123e+01,9.548045843084700834e+00,1.196086533135953900e+01
8.000000000000000000e+00,7.000000000000000000e+00,2.200000000000000000e+01,8.364468736667552307e+00,9.176896171249660838e+00,2.386422851576138626e+01,5.780943288819251347e-01,2.957721113323622752e+00
4.692307692307679190e+00,7.692307692307679190e+00,1.700000000000000000e+01,8.748812802987407267e+00,8.918989288152248562e+00,2.508170194999053138e+01,2.693936524220605477e+00,3.858948384580463298e+00
4.461538461538452793e+00,3.461538461538452793e+00,1.500000000000000000e+01,8.840210121373514696e+00,8.561554603541425834e+00,2.609602474869835120e+01,4.154526729625938053e+00,5.753964991833039555e+00
1.769230769230773603e+00,4.769230769230773603e+00,1.200000000000000000e+01,8.818372143144904030e+00,8.608870577594833762e+00,3.342976154273815581e+01,2.698788147384733715e+00,1.686955511496455618e+00
5.846153846153839595e+00,3.846153846153839595e+00,1.700000000000000000e+01,8.034259397508671796e+00,7.916900208494658919e+00,2.372598955687545441e+01,8.130102354155983591e+00,4.591619708528552835e+00
1.692307692307679190e+00,3.692307692307679190e+00,1.200000000000000000e+01,7.820144819643055634e+00,7.870187780906335639e+00,2.627103274986258086e+01,2.211703328472692132e+00,4.017380074634110620e+00
1.615384615384613198e+00,3.615384615384613198e+00,7.000000000000000000e+00,8.722205016931566135e+00,8.733546162587439099e+00,2.820001998906663587e+01,9.564617724243806407e+00,1.271260172676968558e+01
6.538461538461547207e+00,6.538461538461547207e+00,1.600000000000000000e+01,9.569593553121848117e+00,9.295130623896481481e+00,3.132376279729954405e+01,4.464744721224957580e+00,4.677682044173281817e+00
6.307692307692320810e+00,3.307692307692320810e+00,1.500000000000000000e+01,9.197186690345199978e+00,9.771178236771502768e+00,2.283495570381123940e+01,3.992241463484099917e+00,7.611359861045808195e+00
3.384615384615386802e+00,5.384615384615386802e+00,1.700000000000000000e+01,8.803505451526358883e+00,9.479723282401065987e+00,2.543980681685761169e+01,4.680890372454241444e+00,4.453520721685132244e+00
4.538461538461547207e+00,3.538461538461547207e+00,1.500000000000000000e+01,9.456637097226655797e+00,9.294910317986376569e+00,2.475386900518116562e+01,1.987501518149946911e+00,5.951610826471700477e+00
4.615384615384613198e+00,6.615384615384613198e+00,1.700000000000000000e+01,9.751712594784573085e+00,9.734753391757228869e+00,2.484197085551295103e+01,1.038885781546962050e+01,1.074158694889063703e+01
7.076923076923065992e+00,7.076923076923065992e+00,1.800000000000000000e+01,8.951927566063261565e+00,8.633430976974254989e+00,2.832688013851347364e+01,1.548937378367477136e+00,1.533697397005739038e+00
5.153846153846160405e+00,6.153846153846160405e+00,1.400000000000000000e+01,9.973706394628615968e+00,9.561700764913371842e+00,3.445713862260068083e+01,4.273405802558410960e-01,3.520928795981476789e+00
5.769230769230773603e+00,4.769230769230773603e+00,1.500000000000000000e+01,9.157722837868325527e+00,8.819709111615061659e+00,2.813399308600266835e+01,5.406274272834250105e+00,6.683074197308763509e+00
